age,annual_income,employment_status,credit_score,loan_amount,debt_to_income_ratio,late_payments_12m,credit_utilization,savings_rate,avg_monthly_transactions,default
54,42972.33,Employed,688,4906.35,0.34,1,0.752,0.047,23,0
57,58423.09,Self-Employed,628,3589.42,0.47,2,0.194,0.229,4,0
56,62523.61,Employed,526,21770.15,0.153,0,0.429,0.021,28,1
24,37752.87,Employed,687,29833.41,0.251,0,0.0,0.068,37,0
56,125713.44,Employed,626,4580.86,0.499,1,0.284,-0.045,33,0
57,60539.28,Employed,729,12658.35,0.353,0,0.11,0.139,29,0
30,63939.44,Employed,600,14610.62,0.327,0,0.6,0.171,66,0
63,118118.31,Unemployed,850,12388.91,0.344,0,0.677,-0.04,38,0
47,39162.27,Self-Employed,719,6456.82,0.533,0,0.34,0.042,30,0
44,46900.52,Retired,695,32814.38,0.346,0,0.903,0.036,47,0
57,26195.39,Self-Employed,727,6564.73,0.357,3,0.214,0.071,47,0
46,44973.32,Self-Employed,543,4584.71,0.347,1,0.139,0.144,41,0
48,23284.34,Employed,643,6472.59,0.108,0,0.281,0.098,76,0
36,71248.19,Retired,814,19708.5,0.425,1,0.484,0.1,24,0
67,60475.79,Employed,656,12577.66,0.227,0,0.608,-0.014,54,0
69,42679.13,Employed,675,9300.76,0.161,1,0.574,0.097,53,0
27,46620.15,Unemployed,645,20263.76,0.088,1,0.325,0.176,13,0
57,71734.94,Retired,790,18026.12,0.119,1,0.647,0.108,43,0
22,27780.84,Employed,662,3698.22,0.01,0,0.286,-0.06,21,0
39,54289.38,Employed,586,20141.56,0.196,1,1.0,0.202,36,0
69,69546.78,Employed,850,29993.61,0.285,2,0.636,0.208,54,0
29,20107.8,Self-Employed,577,13712.88,0.509,1,0.0,0.145,37,0
39,69041.91,Employed,673,12823.71,0.359,2,0.293,0.175,2,0
31,21225.72,Self-Employed,617,45996.7,0.388,0,0.234,0.138,47,1
57,46221.61,Employed,627,9644.17,0.542,1,0.866,0.153,11,0
44,27400.17,Employed,601,13367.79,0.0,1,0.195,0.054,28,0
50,100270.15,Self-Employed,640,18008.3,0.409,0,0.0,0.163,54,0
68,27486.2,Employed,754,15200.21,0.397,2,0.624,-0.079,17,0
47,21480.59,Self-Employed,537,12539.38,0.474,0,0.0,0.087,42,0
57,52400.74,Employed,775,15576.75,0.081,1,0.323,0.173,24,0
25,39860.79,Unemployed,762,37849.3,0.264,1,0.579,0.217,2,0
31,23102.53,Employed,718,23970.87,0.21,1,0.317,0.133,24,0
68,63761.68,Retired,689,14117.48,0.157,2,0.716,0.196,25,0
63,18110.56,Self-Employed,701,8792.34,0.697,0,0.489,0.096,16,0
53,29198.7,Employed,787,9522.35,0.265,0,0.202,0.151,35,0
39,36768.28,Retired,549,26111.48,0.489,0,0.451,0.157,36,1
30,73211.75,Employed,735,5676.03,0.456,0,0.787,-0.089,29,0
63,93688.82,Employed,624,62437.03,0.134,0,0.457,0.162,29,0
60,85083.73,Retired,742,14485.87,0.271,1,0.519,0.109,45,0
33,45404.35,Retired,634,6456.68,0.359,0,0.505,0.118,14,0
50,14564.55,Self-Employed,733,16468.18,0.409,0,0.244,0.172,53,0
51,59600.93,Retired,564,9132.33,0.4,1,0.038,0.057,25,0
44,102261.33,Employed,553,11482.83,0.613,1,0.488,0.102,30,0
67,90843.65,Employed,672,5964.24,0.487,0,0.723,0.106,21,0
27,61788.62,Employed,788,12795.37,0.449,2,0.535,0.131,17,0
33,27044.76,Employed,720,4131.59,0.495,0,0.108,-0.072,50,0
25,37697.4,Employed,720,10301.87,0.553,0,0.497,0.154,22,0
55,128914.83,Employed,745,8987.73,0.257,2,0.611,0.157,43,0
53,24140.24,Employed,650,10922.81,0.113,0,0.666,-0.004,41,0
70,27614.03,Employed,726,9334.57,0.259,0,0.54,0.041,31,0
48,78533.12,Employed,637,15068.75,0.144,0,0.461,0.191,52,0
28,39514.4,Self-Employed,656,25154.78,0.203,1,0.264,0.022,37,1
43,27149.73,Employed,666,18331.34,0.365,0,0.364,0.219,2,0
25,105238.62,Self-Employed,639,32194.7,0.267,0,0.624,0.025,25,0
54,61730.17,Self-Employed,675,10947.68,0.447,1,0.218,0.178,77,0
54,40501.71,Employed,661,17940.73,0.396,0,0.21,0.023,36,0
63,27642.58,Retired,627,18369.9,0.405,0,0.562,0.166,34,0
37,136448.6,Retired,669,29465.96,0.16,1,0.487,0.118,50,0
36,48425.13,Employed,692,9525.55,0.218,2,0.726,0.119,57,0
24,98583.98,Self-Employed,598,23701.64,0.064,1,0.604,0.017,21,0
41,76635.58,Employed,711,8827.38,0.435,1,0.283,0.099,35,0
44,37780.53,Employed,643,10488.64,0.638,0,0.745,0.037,35,0
58,37931.21,Self-Employed,695,11906.1,0.377,0,0.471,0.029,13,1
58,101028.45,Self-Employed,630,19378.2,0.39,1,0.56,0.205,32,0
28,101850.23,Unemployed,759,7690.92,0.27,1,0.327,0.329,38,0
35,19178.44,Self-Employed,752,8361.62,0.318,1,0.518,0.039,32,0
46,64530.3,Self-Employed,601,10026.25,0.541,0,0.291,0.134,66,0
37,46138.02,Employed,719,15200.23,0.364,1,0.0,0.175,47,0
22,29241.33,Employed,788,8419.04,0.446,0,0.805,0.05,40,0
63,55875.04,Employed,609,17298.64,0.545,0,0.215,0.029,35,0
57,24964.29,Employed,615,11911.99,0.515,1,0.283,0.1,47,0
47,38823.16,Self-Employed,735,21910.99,0.355,2,0.269,0.101,31,0
36,32884.71,Employed,582,15333.04,0.366,0,0.807,-0.1,11,0
63,38181.42,Employed,622,42246.67,0.292,1,0.514,0.12,16,1
22,47299.77,Employed,604,15877.97,0.425,1,0.547,0.164,39,0
43,29502.1,Employed,736,7107.93,0.288,0,0.62,0.139,54,0
61,107644.51,Employed,628,12995.26,0.403,0,0.574,0.079,28,1
68,62732.92,Employed,659,14953.25,0.506,0,0.456,-0.016,49,0
33,120244.39,Employed,624,8559.49,0.097,0,0.449,0.137,42,0
53,45250.09,Employed,766,36689.99,0.071,1,0.737,0.038,53,0
30,37257.37,Employed,616,12259.27,0.343,0,0.141,0.075,18,0
26,118090.65,Retired,574,10028.63,0.45,0,0.213,0.101,17,0
38,36716.08,Employed,571,16463.89,0.393,1,0.55,0.164,62,0
65,44839.92,Employed,732,8572.16,0.168,2,0.48,0.183,9,0
55,70264.62,Employed,737,26365.41,0.485,0,0.331,0.117,41,0
45,26400.47,Self-Employed,774,23370.07,0.636,1,0.93,0.103,59,1
35,69957.79,Employed,585,15968.52,0.22,0,0.146,0.161,41,0
28,65622.48,Employed,663,21055.81,0.241,2,0.418,0.03,57,0
34,92472.14,Retired,850,10940.18,0.354,3,0.469,0.045,55,0
28,76498.18,Retired,657,5993.12,0.331,1,0.317,0.217,48,0
30,93900.33,Employed,638,12144.55,0.53,1,0.259,0.217,41,0
55,46387.67,Employed,678,10928.08,0.393,1,0.338,-0.041,18,0
27,31845.93,Employed,720,4350.64,0.306,0,0.756,0.06,13,0
23,140785.5,Employed,718,7826.64,0.262,1,0.321,0.174,32,0
48,22848.76,Employed,634,7057.0,0.121,1,0.491,0.13,7,0
35,24022.43,Self-Employed,636,7845.72,0.555,1,0.272,0.088,44,0
43,65027.4,Employed,658,32859.16,0.444,0,0.562,0.003,72,1
27,110469.31,Employed,625,20073.65,0.336,0,0.642,0.059,36,0
31,53894.05,Employed,587,26343.68,0.366,1,0.363,0.032,41,0
43,80793.5,Employed,816,20045.36,0.334,0,0.556,0.209,17,0
55,18071.63,Employed,649,28277.07,0.085,4,0.376,0.039,33,1
41,38186.13,Employed,654,15005.27,0.137,1,0.41,0.11,36,0
48,19206.92,Employed,656,36658.59,0.319,3,0.5,0.133,31,1
47,72417.66,Employed,674,7052.69,0.317,2,0.47,0.091,41,0
34,22615.35,Employed,713,14176.72,0.348,0,0.453,0.097,25,0
34,25876.5,Self-Employed,645,7982.99,0.605,3,0.076,-0.002,37,0
42,63386.91,Employed,765,31101.8,0.307,0,0.128,0.069,42,0
22,83359.03,Employed,725,18993.95,0.236,2,0.02,0.074,56,0
55,45275.26,Unemployed,666,30092.07,0.358,0,0.092,0.052,36,0
51,65191.62,Self-Employed,630,6360.87,0.14,0,0.501,0.211,26,0
36,64144.53,Employed,761,10285.98,0.373,0,0.322,0.254,33,0
39,44015.04,Employed,668,5062.57,0.241,1,0.261,0.179,42,0
37,28357.51,Employed,587,18338.65,0.384,1,0.797,0.221,21,0
53,65019.71,Employed,757,11419.97,0.323,2,0.665,0.049,24,0
58,66605.86,Unemployed,626,23233.54,0.329,1,0.05,0.083,37,1
26,76650.56,Employed,745,15047.89,0.444,1,0.209,0.031,4,0
41,57298.7,Employed,491,4112.92,0.46,0,0.191,0.109,33,0
21,27330.27,Employed,652,5452.19,0.655,0,0.414,0.029,28,0
43,69228.65,Employed,767,15513.23,0.454,1,0.116,0.015,44,0
33,48986.96,Employed,680,19524.65,0.313,0,0.25,-0.1,22,1
37,38508.38,Employed,725,3905.84,0.255,0,0.492,0.137,28,0
43,42305.91,Employed,612,14043.48,0.402,1,0.371,0.194,34,0
37,34713.07,Retired,706,8018.92,0.569,0,0.112,0.186,24,0
40,76452.27,Self-Employed,680,7584.57,0.478,0,0.422,0.161,20,0
59,24123.52,Retired,698,9966.57,0.243,0,0.428,0.166,25,0
61,29829.62,Unemployed,833,15900.59,0.418,1,0.447,0.075,3,0
21,41589.94,Retired,778,9663.13,0.383,0,0.09,-0.026,20,0
39,109850.48,Retired,739,4484.19,0.507,3,0.616,0.014,44,0
63,83045.2,Employed,740,15825.53,0.395,0,0.291,0.076,12,0
47,21581.24,Employed,612,11963.1,0.39,1,0.147,-0.074,18,0
31,96343.34,Employed,645,8408.75,0.173,0,0.415,0.145,30,0
50,96250.56,Self-Employed,565,12274.8,0.469,1,0.546,0.133,45,0
28,27255.1,Self-Employed,585,11983.51,0.141,2,0.531,0.143,16,0
22,13894.81,Employed,614,15159.88,0.363,3,0.683,0.173,25,1
52,47282.2,Unemployed,678,12724.26,0.267,0,0.26,-0.044,55,0
46,85923.46,Self-Employed,588,16305.3,0.259,0,0.044,0.037,37,0
58,108622.19,Self-Employed,677,14340.4,0.437,1,0.328,0.007,45,0
38,31716.31,Employed,668,24144.61,0.35,0,0.0,0.054,19,0
63,117711.21,Employed,595,38209.63,0.0,1,0.217,0.043,25,0
42,16091.3,Employed,794,14631.32,0.32,2,0.326,-0.073,50,0
57,40781.13,Employed,581,10168.32,0.292,0,0.291,0.155,40,0
26,39790.95,Employed,764,6234.76,0.539,1,0.512,0.208,43,0
25,87218.22,Employed,511,21759.57,0.164,0,0.395,0.041,45,1
60,93821.68,Employed,669,8591.28,0.638,0,0.498,0.049,47,0
62,78992.79,Employed,590,60386.94,0.479,0,0.462,0.167,29,1
68,24952.39,Employed,631,78237.47,0.308,1,0.073,0.094,18,1
37,75456.34,Employed,816,12993.21,0.287,1,0.532,0.145,24,0
22,63229.17,Retired,654,5437.09,0.254,0,0.281,0.019,28,0
69,21255.75,Employed,597,21856.87,0.398,0,0.447,0.149,2,0
51,17439.5,Retired,717,52014.29,0.232,0,0.502,0.132,42,1
33,82371.49,Employed,653,6718.6,0.332,1,0.225,0.064,48,0
59,44799.41,Employed,691,46112.13,0.187,2,0.248,0.096,36,0
66,25781.41,Retired,611,4868.78,0.457,1,0.407,-0.07,25,0
35,44174.99,Self-Employed,615,6170.16,0.375,0,0.294,0.078,36,0
59,58807.26,Self-Employed,621,17771.98,0.28,0,0.778,0.102,9,0
60,47031.57,Self-Employed,740,27174.25,0.314,1,0.402,0.067,8,1
46,22561.65,Employed,663,14187.78,0.246,2,0.144,0.032,60,0
52,125841.5,Self-Employed,601,19334.6,0.397,1,0.859,0.21,4,0
34,80992.27,Employed,692,28642.52,0.162,0,0.477,0.199,47,0
67,41452.82,Self-Employed,686,30702.87,0.485,0,0.392,0.103,55,0
70,42296.21,Retired,723,10164.13,0.376,1,0.734,0.129,34,0
70,58673.51,Unemployed,644,8794.9,0.283,2,0.468,-0.045,33,0
57,27866.74,Self-Employed,674,27782.06,0.438,1,0.382,0.01,37,1
23,57603.48,Self-Employed,712,19390.3,0.408,1,0.048,0.063,2,0
39,25200.87,Employed,604,21020.21,0.193,1,0.0,0.015,25,1
43,47322.11,Employed,746,9929.74,0.546,0,0.669,0.18,56,0
68,27329.29,Unemployed,681,21651.58,0.0,0,0.466,0.05,36,0
48,28027.96,Self-Employed,597,7656.49,0.513,3,0.356,0.003,32,0
47,111620.65,Employed,597,17125.86,0.326,1,0.369,0.26,36,0
28,50494.16,Self-Employed,673,15788.9,0.499,1,0.467,0.248,24,0
60,54377.36,Employed,639,15854.48,0.566,4,0.54,0.159,16,0
37,17931.43,Unemployed,737,23593.31,0.286,0,0.229,-0.055,49,0
25,36369.98,Unemployed,658,8005.45,0.293,1,0.442,0.218,20,0
70,61734.98,Employed,703,22162.47,0.397,1,0.516,0.215,68,0
30,54017.76,Employed,616,14948.86,0.18,0,0.29,-0.038,30,0
21,16697.01,Self-Employed,678,9182.63,0.3,1,0.0,-0.081,40,0
24,54370.06,Employed,779,6680.24,0.288,0,0.231,0.056,60,0
43,58881.33,Retired,669,45853.43,0.172,1,0.113,0.129,42,0
26,93142.05,Employed,639,14162.17,0.28,0,0.661,0.214,14,0
63,35326.35,Employed,615,11932.48,0.463,0,0.188,-0.051,26,0
46,15977.96,Employed,679,7433.82,0.452,2,0.181,0.245,9,0
37,29780.66,Self-Employed,786,28372.98,0.323,1,0.257,-0.034,31,0
21,28324.08,Employed,578,27082.71,0.359,0,0.584,0.169,19,1
44,70852.42,Unemployed,676,24127.32,0.304,1,0.593,0.098,31,0
28,12602.26,Retired,551,14233.88,0.086,2,0.223,0.2,55,0
69,39176.09,Employed,649,23173.27,0.197,0,0.301,0.13,60,0
35,99997.23,Employed,700,9006.54,0.494,2,0.361,0.095,8,0
44,49197.9,Employed,561,16824.12,0.53,1,0.706,0.155,8,0
21,76738.47,Unemployed,647,14291.29,0.221,0,0.0,0.037,35,0
27,21570.91,Employed,702,17330.59,0.518,0,0.088,0.09,31,0
31,22004.57,Retired,690,4974.62,0.17,0,0.935,-0.008,14,0
23,100571.2,Unemployed,705,45334.02,0.272,0,0.659,0.159,31,0
57,51565.48,Self-Employed,607,38992.27,0.332,1,0.072,0.194,34,0
68,51618.59,Employed,702,7405.51,0.309,0,1.0,0.136,29,0
70,28027.0,Retired,635,20877.28,0.246,2,0.54,0.118,53,1
34,51554.3,Self-Employed,734,6049.99,0.369,1,0.425,0.076,50,0
60,27640.33,Self-Employed,507,15526.73,0.466,1,0.725,0.292,32,1
46,88737.27,Employed,658,3954.32,0.132,0,0.208,0.097,53,0
23,191743.79,Employed,687,12390.7,0.369,0,0.293,-0.025,48,0
25,62440.57,Employed,781,11018.65,0.495,0,0.417,0.145,36,0
48,35686.47,Retired,687,29556.09,0.288,2,0.511,0.104,2,0
42,13810.31,Self-Employed,694,40178.46,0.268,0,0.474,0.266,12,1
21,21115.61,Self-Employed,708,40724.81,0.222,1,0.445,0.099,28,1
67,106663.14,Employed,774,29583.0,0.65,1,0.313,-0.009,41,0
57,29301.8,Unemployed,651,15513.26,0.574,1,0.478,0.236,14,1
46,40724.39,Employed,575,18638.39,0.306,1,0.459,0.124,50,1
70,68027.21,Self-Employed,560,18584.11,0.527,1,0.398,0.054,56,0
69,102862.14,Employed,730,7272.16,0.271,1,0.342,0.281,41,0
69,44365.02,Retired,697,29364.91,0.327,1,0.286,0.098,42,0
33,40041.29,Self-Employed,661,22337.78,0.191,2,0.078,0.055,45,0
65,50808.07,Employed,636,22969.02,0.074,0,0.713,0.176,40,0
46,35817.11,Employed,694,3756.03,0.263,1,0.565,0.177,35,0
57,36794.01,Employed,696,19373.27,0.286,0,0.622,0.173,32,0
63,60230.86,Employed,716,26994.4,0.414,1,0.145,0.208,48,0
29,53779.4,Employed,597,14630.36,0.448,0,0.29,-0.052,47,0
43,142315.64,Employed,548,10933.15,0.332,0,0.385,0.167,13,0
27,61048.53,Employed,611,6519.5,0.201,0,0.479,0.107,33,0
34,87166.27,Employed,579,6244.84,0.251,0,0.231,0.111,41,0
41,28691.54,Self-Employed,575,16197.3,0.589,1,0.781,0.06,12,0
63,63740.7,Employed,798,12824.95,0.444,0,0.594,0.066,44,0
64,34149.71,Employed,510,12717.51,0.563,1,0.44,0.08,31,0
40,59738.18,Unemployed,715,36951.24,0.617,1,0.467,0.111,64,0
37,69165.49,Employed,748,6949.68,0.251,1,0.351,-0.076,45,0
47,50258.47,Self-Employed,754,11999.0,0.473,1,0.25,0.158,36,0
66,163352.03,Retired,701,40801.15,0.215,0,0.0,0.178,41,0
69,100106.5,Self-Employed,779,12243.43,0.505,0,0.593,0.138,36,0
32,88311.24,Employed,814,15363.85,0.474,1,0.413,0.147,11,0
30,71836.15,Employed,657,13292.35,0.033,0,0.66,0.177,33,0
56,118383.0,Unemployed,714,22549.56,0.41,0,0.528,0.119,9,0
36,23897.17,Unemployed,776,4302.6,0.222,1,0.394,0.275,29,0
30,97259.85,Employed,615,13068.85,0.299,2,0.42,0.1,36,0
22,29863.07,Self-Employed,662,15255.06,0.251,0,0.238,0.178,16,0
41,36968.83,Unemployed,633,8111.82,0.486,1,0.137,0.028,33,0
40,64906.06,Unemployed,715,18145.09,0.247,1,0.182,0.089,57,0
49,90817.75,Employed,538,23666.77,0.158,1,0.189,0.189,26,0
31,27534.96,Employed,788,19363.84,0.229,0,0.357,0.087,20,0
56,37938.72,Employed,720,42940.35,0.318,1,0.572,0.055,51,0
55,51470.6,Employed,724,11384.23,0.412,0,0.551,0.127,38,0
44,44659.26,Self-Employed,503,19913.35,0.529,2,0.066,0.103,34,0
30,75133.07,Employed,602,19645.95,0.427,0,0.589,0.026,42,0
46,273201.2,Employed,792,12818.32,0.438,1,0.431,0.069,37,0
54,60455.35,Employed,667,29145.02,0.461,2,0.554,0.117,23,0
39,33941.77,Unemployed,551,17552.33,0.473,0,0.513,-0.094,17,1
34,25635.82,Unemployed,697,7182.29,0.505,1,0.032,0.103,61,0
46,41663.18,Unemployed,731,23164.06,0.726,1,0.444,0.028,41,1
38,30634.28,Retired,720,10942.13,0.47,1,0.724,0.079,58,0
41,61930.92,Retired,669,12165.38,0.393,2,0.139,-0.002,31,0
38,61451.95,Employed,765,12718.15,0.28,2,0.197,0.071,53,0
36,38887.02,Employed,627,22952.33,0.396,0,0.0,0.244,23,1
56,132253.72,Unemployed,721,28208.86,0.523,1,0.301,0.018,11,0
44,33937.52,Self-Employed,690,13417.4,0.167,1,0.076,0.047,41,0
44,46179.19,Employed,670,12963.54,0.539,0,0.211,0.07,48,0
53,67479.65,Retired,652,4323.03,0.286,0,0.454,-0.071,50,0
39,76575.12,Employed,654,9644.12,0.315,1,0.579,-0.04,41,0
26,92854.43,Retired,682,8366.08,0.428,1,0.0,0.143,24,0
63,60733.35,Employed,658,17795.77,0.271,3,0.299,0.052,40,0
23,82905.47,Employed,735,13846.1,0.419,2,0.349,0.243,40,0
49,35152.32,Unemployed,640,8558.65,0.177,1,0.371,0.024,33,0
34,77578.14,Self-Employed,798,16181.47,0.481,2,0.576,0.248,28,0
31,77061.92,Self-Employed,636,14177.43,0.379,1,0.576,-0.041,17,0
23,104447.87,Employed,749,3215.53,0.349,1,0.595,0.086,37,0
66,21285.51,Employed,752,28702.87,0.391,0,0.453,0.027,38,1
42,31144.98,Employed,692,27079.56,0.347,2,0.345,0.16,12,0
38,73981.51,Employed,686,12800.61,0.416,0,0.288,0.046,64,0
58,13020.99,Employed,625,18243.4,0.319,2,0.533,0.056,13,1
22,62692.88,Employed,641,12146.99,0.306,0,0.215,0.091,24,0
49,83274.88,Employed,696,5638.26,0.085,0,0.216,0.303,38,0
45,36747.02,Employed,677,54080.79,0.555,0,0.51,0.209,40,0
48,39533.55,Employed,769,23152.53,0.176,0,0.564,0.062,22,0
27,28650.65,Employed,646,25961.29,0.592,0,0.4,0.022,20,0
68,37768.34,Employed,650,12447.48,0.314,2,0.54,0.028,33,0
32,38319.56,Retired,555,29015.52,0.533,0,0.341,0.01,34,0
54,34842.02,Retired,728,6488.99,0.506,1,0.367,0.181,56,0
58,33899.68,Unemployed,721,12742.62,0.494,0,0.481,0.039,18,0
38,42808.74,Employed,753,23014.68,0.357,0,0.227,0.195,35,0
27,42550.54,Self-Employed,758,10136.68,0.171,1,0.558,0.195,32,0
35,125124.68,Employed,739,25499.84,0.323,2,0.347,0.086,40,0
61,40251.7,Employed,742,17716.5,0.303,2,0.361,-0.02,30,1
66,58225.29,Retired,726,16743.58,0.335,0,0.419,0.161,50,0
67,36737.69,Employed,737,9585.05,0.166,0,0.583,-0.002,44,0
32,36504.91,Retired,542,18819.07,0.307,1,0.0,0.1,54,0
51,20906.49,Self-Employed,598,47076.42,0.0,4,0.121,0.22,36,1
28,22344.08,Employed,585,16402.22,0.305,2,0.626,-0.095,34,1
56,26809.21,Employed,775,20610.98,0.369,0,0.507,0.077,28,0
41,53736.54,Unemployed,621,22518.97,0.233,0,0.303,0.047,12,0
56,83959.25,Employed,633,7430.52,0.309,0,0.415,0.062,40,0
55,20063.7,Employed,680,13635.81,0.374,2,0.531,-0.014,41,0
70,37252.03,Employed,587,13388.96,0.502,2,0.742,0.266,43,1
45,24749.35,Retired,709,4125.96,0.508,3,0.308,0.113,28,0
38,42952.99,Employed,520,23703.63,0.396,0,0.69,-0.064,17,1
47,83942.28,Retired,592,8441.42,0.346,0,0.525,0.129,22,0
29,39204.97,Self-Employed,695,22198.5,0.403,2,0.197,0.19,38,0
26,47869.87,Employed,587,9369.21,0.62,1,0.266,0.094,51,0
46,101479.71,Employed,777,50275.23,0.425,0,0.666,0.23,11,0
62,61632.86,Self-Employed,683,12492.28,0.389,2,0.711,-0.067,59,0
47,33521.89,Employed,765,46755.94,0.511,0,0.389,0.191,3,1
60,53074.81,Employed,707,13311.37,0.357,1,0.642,0.08,62,0
29,32410.1,Employed,679,14298.62,0.222,1,0.478,0.028,19,0
43,60490.46,Unemployed,605,37795.84,0.419,1,0.385,0.163,56,0
51,63428.6,Self-Employed,750,8513.93,0.376,1,0.442,0.162,28,0
38,24746.03,Employed,713,15214.05,0.317,0,0.093,0.221,56,0
21,53507.37,Employed,836,20408.81,0.432,0,0.34,0.217,2,0
24,46222.1,Employed,742,18812.44,0.078,0,0.284,0.106,43,0
67,64365.86,Self-Employed,650,15150.88,0.269,4,0.62,-0.029,50,0
51,74285.68,Employed,702,13952.37,0.218,0,0.455,-0.046,39,0
34,62238.24,Retired,712,24535.23,0.234,0,0.348,-0.038,43,0
33,42125.28,Unemployed,767,16416.99,0.327,0,0.645,0.065,50,0
22,78171.86,Employed,779,26365.91,0.213,0,0.067,0.12,37,0
68,31680.88,Unemployed,668,18678.66,0.602,0,0.19,0.144,28,0
26,25329.85,Self-Employed,589,21809.98,0.418,0,0.678,0.146,15,1
58,12000.0,Self-Employed,541,29147.89,0.231,0,0.541,0.034,49,1
33,47331.42,Employed,595,12258.21,0.089,0,0.052,0.21,51,0
37,32507.52,Retired,636,28677.54,0.262,0,0.448,0.229,45,0
34,59806.96,Employed,793,13438.93,0.301,1,0.121,0.019,46,0
62,18295.06,Unemployed,794,6371.58,0.255,0,0.306,0.091,39,0
22,35468.87,Employed,752,12118.42,0.731,2,0.501,0.154,28,0
38,62015.21,Employed,772,9569.91,0.102,1,0.393,0.216,52,0
34,29292.36,Retired,627,18493.98,0.358,1,0.385,0.148,28,1
34,60151.9,Employed,566,12438.27,0.331,1,0.219,0.052,37,0
30,37104.32,Employed,605,15942.17,0.313,0,0.654,0.018,43,0
66,48223.22,Unemployed,527,27133.68,0.059,1,0.509,0.013,56,1
39,66011.15,Employed,596,36006.85,0.344,0,0.223,0.079,2,0
41,78936.46,Unemployed,642,17599.41,0.377,1,0.427,0.059,48,0
40,51341.07,Retired,693,28321.88,0.456,0,0.332,-0.003,28,0
70,32630.24,Employed,690,13276.0,0.422,0,0.279,0.157,42,0
37,38986.88,Employed,628,5779.69,0.533,3,0.432,0.072,7,1
38,67405.22,Retired,723,7276.51,0.043,1,0.768,0.135,24,0
37,29418.33,Retired,630,13128.95,0.315,1,0.209,-0.004,52,0
37,44844.97,Employed,681,23797.99,0.726,0,0.524,0.181,52,0
25,40419.11,Self-Employed,597,13151.32,0.509,0,0.588,0.166,32,0
51,46551.71,Employed,762,30077.36,0.132,0,0.507,0.192,60,0
22,29594.94,Employed,682,44311.03,0.363,0,0.601,0.09,35,0
32,19419.4,Self-Employed,731,8664.9,0.193,1,0.385,0.081,40,0
31,63600.16,Employed,589,52834.33,0.285,0,0.508,0.15,22,0
35,79385.08,Employed,693,5536.7,0.65,0,0.427,0.204,28,0
58,20008.5,Employed,723,44770.32,0.494,1,0.118,0.098,41,1
50,58951.07,Unemployed,527,14470.76,0.122,0,0.171,-0.025,2,0
70,84254.01,Employed,768,12839.66,0.235,1,0.632,0.064,36,0
38,66036.01,Employed,586,14693.91,0.35,1,0.299,0.208,41,0
67,39801.7,Employed,696,9136.37,0.31,3,0.329,0.162,35,0
23,30584.6,Employed,814,36349.41,0.397,0,0.568,0.125,56,0
46,51046.34,Retired,752,9747.81,0.234,1,0.373,0.066,28,0
60,55486.36,Employed,568,10522.73,0.295,0,0.556,0.237,31,0
47,51426.24,Employed,667,6453.96,0.232,2,0.377,0.017,29,0
67,44798.62,Retired,773,9524.3,0.295,0,0.173,0.101,30,0
36,28528.94,Employed,619,9699.73,0.456,0,0.624,0.139,32,1
22,60557.23,Employed,653,9316.87,0.395,0,0.219,0.134,27,0
59,62033.34,Unemployed,651,13287.47,0.245,0,0.678,0.037,52,1
24,54198.64,Self-Employed,723,7563.96,0.52,0,0.526,0.166,56,0
59,51818.21,Employed,565,38434.54,0.51,0,0.285,0.148,52,1
57,113507.56,Self-Employed,727,13471.34,0.35,0,0.531,0.115,46,0
63,35875.53,Self-Employed,633,18479.56,0.311,0,0.298,0.134,20,0
44,93033.74,Self-Employed,679,24762.23,0.614,2,0.232,0.057,34,0
65,33961.67,Employed,663,49759.79,0.591,1,0.447,0.249,66,1
29,85346.55,Unemployed,725,25487.15,0.123,1,0.571,0.209,32,0
42,90824.45,Employed,678,12724.71,0.529,0,0.461,0.048,41,0
27,42339.44,Self-Employed,788,7757.05,0.609,1,0.238,0.087,12,0
59,112474.47,Retired,754,18085.34,0.448,1,0.104,0.193,43,0
56,61976.96,Unemployed,620,27927.8,0.28,0,0.361,0.154,25,0
61,31614.27,Self-Employed,782,16077.23,0.298,1,0.159,0.111,31,0
59,40656.81,Employed,704,15353.97,0.607,3,0.378,0.022,2,1
36,86368.75,Employed,693,16782.48,0.475,1,0.392,0.031,34,0
24,77771.66,Employed,744,4808.44,0.432,0,0.557,0.108,48,0
67,28882.17,Employed,602,16121.05,0.7,1,0.542,0.236,49,0
45,45723.67,Self-Employed,577,22910.83,0.199,1,0.616,0.196,29,0
25,54271.88,Self-Employed,682,14365.58,0.336,2,0.396,0.153,46,0
67,38032.55,Employed,635,28972.6,0.378,1,0.312,0.162,49,0
70,159356.62,Employed,836,29558.65,0.318,0,0.497,-0.08,23,0
43,55095.97,Unemployed,623,10912.46,0.074,0,0.493,0.128,49,0
59,47528.93,Employed,683,19246.29,0.501,0,0.483,0.127,30,0
22,88914.06,Employed,694,15148.45,0.237,0,0.82,-0.015,15,0
25,40839.02,Employed,772,4371.58,0.235,2,0.546,0.281,24,0
34,81122.35,Employed,605,13196.25,0.296,0,0.66,0.14,38,0
53,21293.0,Self-Employed,559,7954.23,0.315,0,0.162,0.148,12,0
27,39072.45,Employed,785,16000.8,0.332,1,0.186,0.043,4,0
22,82829.14,Employed,686,22240.06,0.495,0,0.23,0.124,41,0
54,107484.17,Employed,741,12957.49,0.525,1,0.403,0.115,40,0
